ds,seasonal_lower
2017-06-24,0.0
2017-06-25,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,0.0
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-15,0.0
2017-07-16,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,1.6931056472302957
2017-07-20,0.9197375636485653
2017-07-21,6.0548820683040585
2017-07-22,6.728115371984077
2017-07-23,9.926034369812696
2017-07-24,12.169411249124892
2017-07-25,10.01404605428511
2017-07-26,22.68316612132498
2017-07-27,23.233184307673195
2017-07-28,29.507520815687297
2017-07-29,31.108096823206363
2017-07-30,34.99760970301355
2017-07-31,37.67735337721824
2017-08-01,35.68863916761016
2017-08-02,48.245649382607105
2017-08-03,48.40152165947135
2017-08-04,54.002358136239664
2017-08-05,54.65876045777511
2017-08-06,57.347996946432325
2017-08-07,58.59156593335007
2017-08-08,54.95621499825748
2017-08-09,65.6862566164874
2017-08-10,63.86899018452657
2017-08-11,67.38793987083633
2017-08-12,65.89352771617558
2017-08-13,66.40430932398019
2017-08-14,65.48355920381415
2017-08-15,59.73929004931615
2017-08-16,68.45557180991818
2017-08-17,64.75698605160835
2017-08-18,66.56095006547802
2017-08-19,63.547553981225846
2017-08-20,62.76006024034647
2017-08-21,60.780872091140765
2017-08-22,54.231072035500155
2017-08-23,62.40140932416007
2017-08-24,58.41658145050247
2017-08-25,60.18754949990488
2017-08-26,57.381531787975156
2017-08-27,57.022822040906014
2017-08-28,55.66923146097914
2017-08-29,49.912244240991576
2017-08-30,59.00875049214586
2017-08-31,56.04618301918186
2017-09-01,58.89577637122473
2017-09-02,57.18356881422622
2017-09-03,57.892267947959375
2017-09-04,57.53875270113612
2017-09-05,52.67527427626402
2017-09-06,62.52219333862179
2017-09-07,60.13405423472188
2017-09-08,63.35369071493594
2017-09-09,61.78396217603524
2017-09-10,62.39022240632932
2017-09-11,61.67827821019007
2017-09-12,56.19588890848089
2017-09-13,65.1656365206282
2017-09-14,61.65096420085758
2017-09-15,63.510078547955665
2017-09-16,60.36732026823876
2017-09-17,59.215114807837956
2017-09-18,56.59127387146155
2017-09-19,49.079715909277446
2017-09-20,55.9424555472689
2017-09-21,50.28468225261124
2017-09-22,50.007648515803
2017-09-23,44.778997982423554
2017-09-24,41.6336717095588
2017-09-25,37.15018992940143
2017-09-26,27.950403081066913
2017-09-27,33.330586309947975
2017-09-28,26.425719868375037
2017-09-29,25.161695190866787
2017-09-30,19.22509342438861
2017-10-01,15.66368738273201
2017-10-02,11.062473239288101
2017-10-03,2.043330581748338
2017-10-04,7.896185726420432
2017-10-05,1.743517275705347
2017-10-06,1.4929362208730808
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-21,0.0
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-26,0.0
2017-10-27,0.0
2017-10-28,0.0
2017-10-29,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,0.0
2017-11-04,0.0
2017-11-05,0.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,0.0
2017-11-11,0.0
2017-11-12,0.0
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-18,0.0
2017-11-19,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-23,0.0
2017-11-24,0.0
2017-11-25,0.0
2017-11-26,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,0.0
2017-12-02,0.0
2017-12-03,0.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,0.0
2017-12-09,0.0
2017-12-10,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-16,0.0
2017-12-17,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-23,0.0
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2017-12-30,0.0
2017-12-31,0.0
