ds,seasonal_lower
2017-12-06,52.7725112698554
2017-12-07,59.34191207247892
2017-12-08,57.455398417637035
2017-12-09,52.70074393799898
2017-12-10,53.65145963549052
2017-12-11,47.79775931834885
2017-12-12,56.48010442903215
2017-12-13,47.85282254548795
2017-12-14,53.90369319632267
2017-12-15,51.655961999438496
2017-12-16,46.683133292272544
2017-12-17,47.541460904843305
2017-12-18,41.70160803880184
2017-12-19,50.48294333871782
2017-12-20,42.017943552981244
2017-12-21,48.27257158850646
2017-12-22,46.24906592973087
2017-12-23,41.501467102868226
2017-12-24,42.568777643949126
2017-12-25,36.9072053391695
2017-12-26,45.824938278666984
2017-12-27,37.44690679395821
2017-12-28,43.735389455515666
2017-12-29,41.69289154012799
2017-12-30,36.87761840651107
2017-12-31,37.83644143348004
